Name,GEO_ID,Percent high school graduate or higher,Percent bachelor's degree or higher,State,County,Tract
"Census Tract 637.01, Orange County, California",1400000US06059063701,65.7,12.9,06,059,063701
"Census Tract 639.03, Orange County, California",1400000US06059063903,76.7,32.1,06,059,063903
"Census Tract 639.05, Orange County, California",1400000US06059063905,91.3,38.0,06,059,063905
"Census Tract 2530, Solano County, California",1400000US06095253000,69.2,6.8,06,095,253000
"Census Tract 171.02, San Francisco County, California",1400000US06075017102,100.0,84.4,06,075,017102
"Census Tract 178.01, San Francisco County, California",1400000US06075017801,64.3,36.4,06,075,017801
"Census Tract 27.02, San Joaquin County, California",1400000US06077002702,53.7,4.5,06,077,002702
"Census Tract 31.12, San Joaquin County, California",1400000US06077003112,83.5,26.5,06,077,003112
"Census Tract 32.15, San Joaquin County, California",1400000US06077003215,88.3,27.0,06,077,003215
"Census Tract 4.02, San Joaquin County, California",1400000US06077000402,68.9,13.2,06,077,000402
"Census Tract 11.02, San Joaquin County, California",1400000US06077001102,81.1,11.1,06,077,001102
"Census Tract 23, San Joaquin County, California",1400000US06077002300,44.5,2.2,06,077,002300
"Census Tract 32.08, San Joaquin County, California",1400000US06077003208,87.9,30.3,06,077,003208
"Census Tract 34.03, San Joaquin County, California",1400000US06077003403,75.3,12.7,06,077,003403
"Census Tract 42.02, San Joaquin County, California",1400000US06077004202,92.1,33.2,06,077,004202
"Census Tract 33.08, San Joaquin County, California",1400000US06077003308,84.9,20.6,06,077,003308
"Census Tract 36.01, San Joaquin County, California",1400000US06077003601,82.2,14.9,06,077,003601
"Census Tract 43.03, San Joaquin County, California",1400000US06077004303,89.7,34.2,06,077,004303
"Census Tract 50.01, San Joaquin County, California",1400000US06077005001,85.8,22.0,06,077,005001
"Census Tract 51.24, San Joaquin County, California",1400000US06077005124,84.9,9.4,06,077,005124
"Census Tract 51.27, San Joaquin County, California",1400000US06077005127,81.3,12.2,06,077,005127
"Census Tract 27.01, San Joaquin County, California",1400000US06077002701,50.2,5.9,06,077,002701
"Census Tract 31.11, San Joaquin County, California",1400000US06077003111,87.2,19.3,06,077,003111
"Census Tract 33.06, San Joaquin County, California",1400000US06077003306,69.0,10.3,06,077,003306
"Census Tract 33.05, San Joaquin County, California",1400000US06077003305,89.2,18.6,06,077,003305
"Census Tract 3, San Joaquin County, California",1400000US06077000300,54.0,9.7,06,077,000300
"Census Tract 15, San Joaquin County, California",1400000US06077001500,58.6,6.3,06,077,001500
"Census Tract 32.10, San Joaquin County, California",1400000US06077003210,85.0,31.3,06,077,003210
"Census Tract 32.14, San Joaquin County, California",1400000US06077003214,92.0,25.2,06,077,003214
"Census Tract 33.07, San Joaquin County, California",1400000US06077003307,74.3,10.4,06,077,003307
"Census Tract 34.07, San Joaquin County, California",1400000US06077003407,59.6,7.1,06,077,003407
"Census Tract 1439.01, Los Angeles County, California",1400000US06037143901,95.5,59.6,06,037,143901
"Census Tract 1832.20, Los Angeles County, California",1400000US06037183220,67.3,14.2,06,037,183220
"Census Tract 1851, Los Angeles County, California",1400000US06037185100,76.0,43.7,06,037,185100
"Census Tract 1853.20, Los Angeles County, California",1400000US06037185320,46.0,8.7,06,037,185320
"Census Tract 1861, Los Angeles County, California",1400000US06037186100,87.7,41.3,06,037,186100
"Census Tract 2611.01, Los Angeles County, California",1400000US06037261101,98.1,65.9,06,037,261101
"Census Tract 2430, Los Angeles County, California",1400000US06037243000,45.4,4.0,06,037,243000
"Census Tract 2621, Los Angeles County, California",1400000US06037262100,98.4,66.0,06,037,262100
"Census Tract 2623.03, Los Angeles County, California",1400000US06037262303,98.9,71.2,06,037,262303
"Census Tract 2626.01, Los Angeles County, California",1400000US06037262601,97.8,75.9,06,037,262601
"Census Tract 4009, Los Angeles County, California",1400000US06037400900,90.1,27.4,06,037,400900
"Census Tract 4011.02, Los Angeles County, California",1400000US06037401102,83.9,25.0,06,037,401102
"Census Tract 4013.12, Los Angeles County, California",1400000US06037401312,89.3,27.7,06,037,401312
"Census Tract 4022, Los Angeles County, California",1400000US06037402200,82.7,24.1,06,037,402200
"Census Tract 4033.12, Los Angeles County, California",1400000US06037403312,87.5,34.0,06,037,403312
"Census Tract 2380, Los Angeles County, California",1400000US06037238000,89.1,27.3,06,037,238000
"Census Tract 2383.20, Los Angeles County, California",1400000US06037238320,53.6,3.3,06,037,238320
"Census Tract 36.06, San Bernardino County, California",1400000US06071003606,61.6,11.0,06,071,003606
"Census Tract 36.07, San Bernardino County, California",1400000US06071003607,55.1,8.0,06,071,003607
"Census Tract 36.09, San Bernardino County, California",1400000US06071003609,71.6,8.6,06,071,003609
"Census Tract 36.11, San Bernardino County, California",1400000US06071003611,67.2,7.5,06,071,003611
"Census Tract 36.12, San Bernardino County, California",1400000US06071003612,63.4,6.2,06,071,003612
"Census Tract 38.01, San Bernardino County, California",1400000US06071003801,72.9,11.4,06,071,003801
"Census Tract 38.03, San Bernardino County, California",1400000US06071003803,65.5,7.1,06,071,003803
"Census Tract 38.04, San Bernardino County, California",1400000US06071003804,74.3,13.4,06,071,003804
"Census Tract 40.01, San Bernardino County, California",1400000US06071004001,64.7,4.9,06,071,004001
"Census Tract 40.03, San Bernardino County, California",1400000US06071004003,53.0,8.7,06,071,004003
"Census Tract 40.04, San Bernardino County, California",1400000US06071004004,56.6,11.3,06,071,004004
"Census Tract 41.01, San Bernardino County, California",1400000US06071004101,54.6,8.6,06,071,004101
"Census Tract 41.03, San Bernardino County, California",1400000US06071004103,48.2,6.9,06,071,004103
"Census Tract 41.04, San Bernardino County, California",1400000US06071004104,50.0,3.9,06,071,004104
"Census Tract 25, Sacramento County, California",1400000US06067002500,99.2,65.6,06,067,002500
"Census Tract 36, Sacramento County, California",1400000US06067003600,70.0,16.5,06,067,003600
"Census Tract 40.04, Sacramento County, California",1400000US06067004004,93.3,44.1,06,067,004004
"Census Tract 40.08, Sacramento County, California",1400000US06067004008,95.2,46.6,06,067,004008
"Census Tract 40.09, Sacramento County, California",1400000US06067004009,91.5,45.0,06,067,004009
"Census Tract 51.01, Sacramento County, California",1400000US06067005101,62.9,4.6,06,067,005101
"Census Tract 54.04, Sacramento County, California",1400000US06067005404,98.0,65.8,06,067,005404
"Census Tract 76.01, Sacramento County, California",1400000US06067007601,93.9,32.0,06,067,007601
"Census Tract 64, Sacramento County, California",1400000US06067006400,74.5,5.3,06,067,006400
"Census Tract 66, Sacramento County, California",1400000US06067006600,59.0,5.0,06,067,006600
"Census Tract 74.17, Sacramento County, California",1400000US06067007417,86.9,15.8,06,067,007417
"Census Tract 80.07, Sacramento County, California",1400000US06067008007,85.2,31.4,06,067,008007
"Census Tract 80.09, Sacramento County, California",1400000US06067008009,94.8,44.8,06,067,008009
"Census Tract 81.20, Sacramento County, California",1400000US06067008120,95.6,19.0,06,067,008120
"Census Tract 81.27, Sacramento County, California",1400000US06067008127,87.9,14.7,06,067,008127
"Census Tract 81.32, Sacramento County, California",1400000US06067008132,91.0,19.4,06,067,008132
"Census Tract 81.45, Sacramento County, California",1400000US06067008145,92.6,17.7,06,067,008145
"Census Tract 9.10, Stanislaus County, California",1400000US06099000910,81.1,13.6,06,099,000910
"Census Tract 12, Stanislaus County, California",1400000US06099001200,89.5,24.6,06,099,001200
"Census Tract 23.01, Stanislaus County, California",1400000US06099002301,53.7,4.5,06,099,002301
"Census Tract 26.02, Stanislaus County, California",1400000US06099002602,58.5,4.0,06,099,002602
"Census Tract 26.05, Stanislaus County, California",1400000US06099002605,65.5,8.9,06,099,002605
"Census Tract 31, Stanislaus County, California",1400000US06099003100,66.9,8.2,06,099,003100
"Census Tract 38.03, Stanislaus County, California",1400000US06099003803,56.2,5.7,06,099,003803
"Census Tract 3.02, Stanislaus County, California",1400000US06099000302,69.2,12.2,06,099,000302
"Census Tract 3.03, Stanislaus County, California",1400000US06099000303,81.7,12.2,06,099,000303
"Census Tract 5.01, Stanislaus County, California",1400000US06099000501,90.2,28.7,06,099,000501
"Census Tract 4091, Alameda County, California",1400000US06001409100,68.8,15.9,06,001,409100
"Census Tract 4094, Alameda County, California",1400000US06001409400,61.3,10.6,06,001,409400
"Census Tract 4103, Alameda County, California",1400000US06001410300,53.4,8.3,06,001,410300
"Census Tract 525.19, Orange County, California",1400000US06059052519,93.9,60.9,06,059,052519
"Census Tract 305.02, Riverside County, California",1400000US06065030502,35.1,1.3,06,065,030502
"Census Tract 317.03, Riverside County, California",1400000US06065031703,68.1,13.6,06,065,031703
"Census Tract 80.08, Sacramento County, California",1400000US06067008008,92.4,36.9,06,067,008008
"Census Tract 80.10, Sacramento County, California",1400000US06067008010,93.2,45.4,06,067,008010
"Census Tract 70.04, Sacramento County, California",1400000US06067007004,85.9,20.5,06,067,007004
"Census Tract 70.07, Sacramento County, California",1400000US06067007007,74.8,11.5,06,067,007007
"Census Tract 84.02, Sacramento County, California",1400000US06067008402,96.4,37.2,06,067,008402
"Census Tract 81.22, Sacramento County, California",1400000US06067008122,94.4,33.2,06,067,008122
"Census Tract 81.40, Sacramento County, California",1400000US06067008140,89.9,18.4,06,067,008140
"Census Tract 82.09, Sacramento County, California",1400000US06067008209,97.0,43.7,06,067,008209
"Census Tract 91.11, Sacramento County, California",1400000US06067009111,84.9,28.1,06,067,009111
"Census Tract 93.08, Sacramento County, California",1400000US06067009308,89.6,21.8,06,067,009308
"Census Tract 5552.02, Los Angeles County, California",1400000US06037555202,94.4,37.8,06,037,555202
"Census Tract 5552.11, Los Angeles County, California",1400000US06037555211,48.0,4.9,06,037,555211
"Census Tract 5552.12, Los Angeles County, California",1400000US06037555212,52.7,8.9,06,037,555212
"Census Tract 5708, Los Angeles County, California",1400000US06037570800,89.9,27.5,06,037,570800
"Census Tract 4070.02, Los Angeles County, California",1400000US06037407002,64.5,14.0,06,037,407002
"Census Tract 31.14, San Joaquin County, California",1400000US06077003114,94.3,51.9,06,077,003114
"Census Tract 49.02, San Joaquin County, California",1400000US06077004902,79.9,21.4,06,077,004902
"Census Tract 31.09, San Joaquin County, California",1400000US06077003109,88.6,23.6,06,077,003109
"Census Tract 5, Amador County, California",1400000US06005000500,93.6,28.5,06,005,000500
"Census Tract 2, Amador County, California",1400000US06005000200,86.6,20.9,06,005,000200
"Census Tract 4.02, Amador County, California",1400000US06005000402,91.7,21.5,06,005,000402
"Census Tract 3.01, Amador County, California",1400000US06005000301,69.8,10.1,06,005,000301
"Census Tract 4.01, Amador County, California",1400000US06005000401,93.2,15.6,06,005,000401
"Census Tract 27.07, Santa Barbara County, California",1400000US06083002707,80.4,12.8,06,083,002707
"Census Tract 1.03, Santa Barbara County, California",1400000US06083000103,97.5,64.1,06,083,000103
"Census Tract 6, Santa Barbara County, California",1400000US06083000600,94.9,48.3,06,083,000600
"Census Tract 8.01, Santa Barbara County, California",1400000US06083000801,58.8,12.2,06,083,000801
"Census Tract 10, Santa Barbara County, California",1400000US06083001000,83.1,32.2,06,083,001000
"Census Tract 15, Santa Barbara County, California",1400000US06083001500,97.0,68.5,06,083,001500
"Census Tract 16.01, Santa Barbara County, California",1400000US06083001601,83.9,41.0,06,083,001601
"Census Tract 19.01, Santa Barbara County, California",1400000US06083001901,82.2,28.4,06,083,001901
"Census Tract 19.03, Santa Barbara County, California",1400000US06083001903,88.8,39.9,06,083,001903
"Census Tract 19.06, Santa Barbara County, California",1400000US06083001906,93.0,41.4,06,083,001906
"Census Tract 20.06, Santa Barbara County, California",1400000US06083002006,92.2,38.2,06,083,002006
"Census Tract 20.07, Santa Barbara County, California",1400000US06083002007,87.7,30.3,06,083,002007
"Census Tract 20.09, Santa Barbara County, California",1400000US06083002009,89.8,25.1,06,083,002009
"Census Tract 21.03, Santa Barbara County, California",1400000US06083002103,72.8,16.2,06,083,002103
"Census Tract 22.09, Santa Barbara County, California",1400000US06083002209,58.7,10.4,06,083,002209
"Census Tract 27.06, Santa Barbara County, California",1400000US06083002706,56.1,3.5,06,083,002706
"Census Tract 22.06, Santa Barbara County, California",1400000US06083002206,61.8,8.9,06,083,002206
"Census Tract 23.03, Santa Barbara County, California",1400000US06083002303,47.3,4.7,06,083,002303
"Census Tract 120.02, Imperial County, California",1400000US06025012002,67.2,22.3,06,025,012002
"Census Tract 124, Shasta County, California",1400000US06089012400,91.4,31.1,06,089,012400
"Census Tract 113, Shasta County, California",1400000US06089011300,89.9,16.7,06,089,011300
"Census Tract 125, Shasta County, California",1400000US06089012500,93.1,24.2,06,089,012500
"Census Tract 120, Shasta County, California",1400000US06089012000,74.4,6.7,06,089,012000
"Census Tract 127.01, Shasta County, California",1400000US06089012701,87.9,8.1,06,089,012701
"Census Tract 107.02, Shasta County, California",1400000US06089010702,93.0,33.5,06,089,010702
"Census Tract 102, Shasta County, California",1400000US06089010200,95.7,19.6,06,089,010200
"Census Tract 115, Shasta County, California",1400000US06089011500,91.8,20.4,06,089,011500
"Census Tract 2505.01, Solano County, California",1400000US06095250501,85.4,12.3,06,095,250501
"Census Tract 2506.01, Solano County, California",1400000US06095250601,83.6,19.2,06,095,250601
"Census Tract 2518.02, Solano County, California",1400000US06095251802,78.2,16.3,06,095,251802
"Census Tract 2527.05, Solano County, California",1400000US06095252705,86.8,15.0,06,095,252705
"Census Tract 2521.08, Solano County, California",1400000US06095252108,93.2,45.2,06,095,252108
"Census Tract 2531.06, Solano County, California",1400000US06095253106,89.1,19.8,06,095,253106
"Census Tract 2531.07, Solano County, California",1400000US06095253107,85.3,11.0,06,095,253107
"Census Tract 320.45, Orange County, California",1400000US06059032045,98.4,54.3,06,059,032045
"Census Tract 320.46, Orange County, California",1400000US06059032046,99.0,66.3,06,059,032046
"Census Tract 320.48, Orange County, California",1400000US06059032048,96.3,50.7,06,059,032048
"Census Tract 320.53, Orange County, California",1400000US06059032053,96.2,42.0,06,059,032053
"Census Tract 421.08, Orange County, California",1400000US06059042108,94.2,48.2,06,059,042108
"Census Tract 423.05, Orange County, California",1400000US06059042305,98.4,65.6,06,059,042305
"Census Tract 423.32, Orange County, California",1400000US06059042332,99.0,64.5,06,059,042332
"Census Tract 524.11, Orange County, California",1400000US06059052411,81.4,27.0,06,059,052411
"Census Tract 524.22, Orange County, California",1400000US06059052422,96.1,56.5,06,059,052422
"Census Tract 524.24, Orange County, California",1400000US06059052424,94.8,43.4,06,059,052424
"Census Tract 4430.01, Alameda County, California",1400000US06001443001,88.7,23.9,06,001,443001
"Census Tract 4502, Alameda County, California",1400000US06001450200,95.3,59.3,06,001,450200
"Census Tract 4278, Alameda County, California",1400000US06001427800,95.0,53.5,06,001,427800
"Census Tract 4283.01, Alameda County, California",1400000US06001428301,91.1,51.8,06,001,428301
"Census Tract 4330, Alameda County, California",1400000US06001433000,81.3,25.0,06,001,433000
"Census Tract 4332, Alameda County, California",1400000US06001433200,83.7,27.6,06,001,433200
"Census Tract 4352, Alameda County, California",1400000US06001435200,92.0,33.9,06,001,435200
"Census Tract 4364.02, Alameda County, California",1400000US06001436402,92.3,41.0,06,001,436402
"Census Tract 9883, Sacramento County, California",1400000US06067988300,64.0,1.6,06,067,988300
"Census Tract 5.02, San Benito County, California",1400000US06069000502,69.7,6.7,06,069,000502
"Census Tract 5.01, San Benito County, California",1400000US06069000501,88.6,23.7,06,069,000501
"Census Tract 7.01, San Benito County, California",1400000US06069000701,59.3,9.4,06,069,000701
"Census Tract 7.02, San Benito County, California",1400000US06069000702,79.1,21.1,06,069,000702
"Census Tract 8.01, San Benito County, California",1400000US06069000801,95.4,38.3,06,069,000801
"Census Tract 4033.17, Los Angeles County, California",1400000US06037403317,89.6,39.6,06,037,403317
"Census Tract 4033.18, Los Angeles County, California",1400000US06037403318,92.2,37.1,06,037,403318
"Census Tract 4033.24, Los Angeles County, California",1400000US06037403324,93.0,56.6,06,037,403324
"Census Tract 4034.05, Los Angeles County, California",1400000US06037403405,96.2,53.7,06,037,403405
"Census Tract 4037.03, Los Angeles County, California",1400000US06037403703,90.9,30.0,06,037,403703
"Census Tract 29.32, Santa Barbara County, California",1400000US06083002932,85.8,50.3,06,083,002932
"Census Tract 30.07, Santa Barbara County, California",1400000US06083003007,98.5,66.2,06,083,003007
"Census Tract 31.02, Santa Barbara County, California",1400000US06083003102,90.0,26.2,06,083,003102
"Census Tract 29.28, Santa Barbara County, California",1400000US06083002928,71.4,47.9,06,083,002928
"Census Tract 9800, Santa Barbara County, California",1400000US06083980000,100.0,100.0,06,083,980000
"Census Tract 9801, Santa Barbara County, California",1400000US06083980100,-666666666.0,-666666666.0,06,083,980100
"Census Tract 9900, Santa Barbara County, California",1400000US06083990000,-666666666.0,-666666666.0,06,083,990000
"Census Tract 5014.02, Santa Clara County, California",1400000US06085501402,54.8,11.5,06,085,501402
"Census Tract 5023.01, Santa Clara County, California",1400000US06085502301,93.3,55.1,06,085,502301
"Census Tract 5011.01, Santa Clara County, California",1400000US06085501101,84.7,42.1,06,085,501101
"Census Tract 5011.02, Santa Clara County, California",1400000US06085501102,73.1,18.8,06,085,501102
"Census Tract 5014.01, Santa Clara County, California",1400000US06085501401,54.8,11.3,06,085,501401
"Census Tract 5023.02, Santa Clara County, California",1400000US06085502302,86.5,40.7,06,085,502302
"Census Tract 5026.04, Santa Clara County, California",1400000US06085502604,98.4,38.0,06,085,502604
"Census Tract 5031.17, Santa Clara County, California",1400000US06085503117,48.5,13.1,06,085,503117
"Census Tract 5031.18, Santa Clara County, California",1400000US06085503118,70.0,22.2,06,085,503118
"Census Tract 5031.21, Santa Clara County, California",1400000US06085503121,76.6,22.4,06,085,503121
"Census Tract 5031.22, Santa Clara County, California",1400000US06085503122,68.9,14.6,06,085,503122
"Census Tract 5026.03, Santa Clara County, California",1400000US06085502603,95.1,45.9,06,085,502603
"Census Tract 5031.23, Santa Clara County, California",1400000US06085503123,77.2,13.4,06,085,503123
"Census Tract 9900, Monterey County, California",1400000US06053990000,-666666666.0,-666666666.0,06,053,990000
"Census Tract 2003.01, Napa County, California",1400000US06055200301,74.6,18.2,06,055,200301
"Census Tract 2003.02, Napa County, California",1400000US06055200302,89.0,27.3,06,055,200302
"Census Tract 2005.05, Napa County, California",1400000US06055200505,79.4,26.4,06,055,200505
"Census Tract 2005.04, Napa County, California",1400000US06055200504,72.2,16.9,06,055,200504
"Census Tract 2006.01, Napa County, California",1400000US06055200601,79.6,21.2,06,055,200601
"Census Tract 2006.02, Napa County, California",1400000US06055200602,92.1,29.3,06,055,200602
"Census Tract 2007.04, Napa County, California",1400000US06055200704,77.2,16.4,06,055,200704
"Census Tract 2007.05, Napa County, California",1400000US06055200705,77.3,22.3,06,055,200705
"Census Tract 2007.06, Napa County, California",1400000US06055200706,87.7,40.2,06,055,200706
"Census Tract 2007.07, Napa County, California",1400000US06055200707,90.0,40.6,06,055,200707
"Census Tract 2008.03, Napa County, California",1400000US06055200803,90.8,41.2,06,055,200803
"Census Tract 2008.04, Napa County, California",1400000US06055200804,58.4,14.3,06,055,200804
"Census Tract 2010.03, Napa County, California",1400000US06055201003,87.4,42.1,06,055,201003
"Census Tract 2010.04, Napa County, California",1400000US06055201004,80.7,32.5,06,055,201004
"Census Tract 2010.05, Napa County, California",1400000US06055201005,78.7,37.0,06,055,201005
"Census Tract 2010.06, Napa County, California",1400000US06055201006,90.8,29.3,06,055,201006
"Census Tract 2010.07, Napa County, California",1400000US06055201007,86.3,20.1,06,055,201007
"Census Tract 2011.01, Napa County, California",1400000US06055201101,94.4,49.0,06,055,201101
"Census Tract 2011.02, Napa County, California",1400000US06055201102,94.6,40.8,06,055,201102
"Census Tract 2014.01, Napa County, California",1400000US06055201401,97.0,54.1,06,055,201401
"Census Tract 2014.02, Napa County, California",1400000US06055201402,94.7,52.3,06,055,201402
"Census Tract 99.06, San Bernardino County, California",1400000US06071009906,79.1,13.9,06,071,009906
"Census Tract 99.08, San Bernardino County, California",1400000US06071009908,81.3,20.2,06,071,009908
"Census Tract 432.18, Riverside County, California",1400000US06065043218,89.0,26.1,06,065,043218
"Census Tract 432.20, Riverside County, California",1400000US06065043220,88.4,19.6,06,065,043220
"Census Tract 435.03, Riverside County, California",1400000US06065043503,88.4,8.2,06,065,043503
"Census Tract 438.09, Riverside County, California",1400000US06065043809,85.8,19.6,06,065,043809
"Census Tract 441.02, Riverside County, California",1400000US06065044102,75.4,7.8,06,065,044102
"Census Tract 444.02, Riverside County, California",1400000US06065044402,89.2,12.1,06,065,044402
"Census Tract 445.09, Riverside County, California",1400000US06065044509,69.6,10.5,06,065,044509
"Census Tract 446.02, Riverside County, California",1400000US06065044602,86.4,38.2,06,065,044602
"Census Tract 424.10, Riverside County, California",1400000US06065042410,88.7,26.6,06,065,042410
"Census Tract 422.13, Riverside County, California",1400000US06065042213,92.3,51.0,06,065,042213
"Census Tract 424.11, Riverside County, California",1400000US06065042411,90.3,20.3,06,065,042411
"Census Tract 424.12, Riverside County, California",1400000US06065042412,90.0,28.2,06,065,042412
"Census Tract 317.01, Riverside County, California",1400000US06065031701,76.0,19.4,06,065,031701
"Census Tract 426.17, Riverside County, California",1400000US06065042617,54.4,3.5,06,065,042617
"Census Tract 426.18, Riverside County, California",1400000US06065042618,56.9,8.7,06,065,042618
"Census Tract 426.19, Riverside County, California",1400000US06065042619,75.1,12.6,06,065,042619
"Census Tract 426.20, Riverside County, California",1400000US06065042620,66.5,9.8,06,065,042620
"Census Tract 426.21, Riverside County, California",1400000US06065042621,71.6,14.5,06,065,042621
"Census Tract 426.22, Riverside County, California",1400000US06065042622,88.7,26.6,06,065,042622
"Census Tract 426.23, Riverside County, California",1400000US06065042623,90.5,25.2,06,065,042623
"Census Tract 426.24, Riverside County, California",1400000US06065042624,83.9,15.6,06,065,042624
"Census Tract 427.24, Riverside County, California",1400000US06065042724,94.0,24.8,06,065,042724
"Census Tract 427.28, Riverside County, California",1400000US06065042728,76.2,9.9,06,065,042728
"Census Tract 427.29, Riverside County, California",1400000US06065042729,91.2,16.8,06,065,042729
"Census Tract 427.30, Riverside County, California",1400000US06065042730,65.8,6.4,06,065,042730
"Census Tract 427.26, Riverside County, California",1400000US06065042726,83.8,30.6,06,065,042726
"Census Tract 5538.01, Los Angeles County, California",1400000US06037553801,58.8,9.9,06,037,553801
"Census Tract 5545.11, Los Angeles County, California",1400000US06037554511,94.0,52.1,06,037,554511
"Census Tract 5545.15, Los Angeles County, California",1400000US06037554515,92.1,44.3,06,037,554515
"Census Tract 5545.17, Los Angeles County, California",1400000US06037554517,96.9,57.1,06,037,554517
"Census Tract 5545.19, Los Angeles County, California",1400000US06037554519,93.7,49.5,06,037,554519
"Census Tract 5549, Los Angeles County, California",1400000US06037554900,78.4,22.1,06,037,554900
"Census Tract 5551.03, Los Angeles County, California",1400000US06037555103,87.0,28.9,06,037,555103
"Census Tract 5705.01, Los Angeles County, California",1400000US06037570501,68.8,12.1,06,037,570501
"Census Tract 5705.02, Los Angeles County, California",1400000US06037570502,68.9,12.5,06,037,570502
"Census Tract 5712, Los Angeles County, California",1400000US06037571200,93.5,33.6,06,037,571200
"Census Tract 5713, Los Angeles County, California",1400000US06037571300,91.3,33.6,06,037,571300
"Census Tract 5719, Los Angeles County, California",1400000US06037571900,96.1,44.1,06,037,571900
"Census Tract 5723.02, Los Angeles County, California",1400000US06037572302,73.5,12.7,06,037,572302
"Census Tract 5725, Los Angeles County, California",1400000US06037572500,72.3,18.3,06,037,572500
"Census Tract 5734.03, Los Angeles County, California",1400000US06037573403,95.7,58.5,06,037,573403
"Census Tract 5743, Los Angeles County, California",1400000US06037574300,95.4,40.1,06,037,574300
"Census Tract 5751.01, Los Angeles County, California",1400000US06037575101,60.4,13.4,06,037,575101
"Census Tract 5758.03, Los Angeles County, California",1400000US06037575803,54.7,15.9,06,037,575803
"Census Tract 176.01, San Francisco County, California",1400000US06075017601,83.4,30.8,06,075,017601
"Census Tract 201, San Francisco County, California",1400000US06075020100,72.7,37.3,06,075,020100
"Census Tract 206, San Francisco County, California",1400000US06075020600,98.3,79.3,06,075,020600
"Census Tract 209, San Francisco County, California",1400000US06075020900,84.6,43.0,06,075,020900
"Census Tract 218, San Francisco County, California",1400000US06075021800,94.7,69.9,06,075,021800
"Census Tract 226, San Francisco County, California",1400000US06075022600,98.8,82.3,06,075,022600
"Census Tract 231.02, San Francisco County, California",1400000US06075023102,79.3,15.1,06,075,023102
"Census Tract 251, San Francisco County, California",1400000US06075025100,94.8,64.3,06,075,025100
"Census Tract 170, San Francisco County, California",1400000US06075017000,97.3,80.2,06,075,017000
"Census Tract 180, San Francisco County, California",1400000US06075018000,87.0,48.5,06,075,018000
"Census Tract 215, San Francisco County, California",1400000US06075021500,94.6,69.5,06,075,021500
"Census Tract 228.03, San Francisco County, California",1400000US06075022803,78.1,42.2,06,075,022803
"Census Tract 412.03, Riverside County, California",1400000US06065041203,58.2,4.9,06,065,041203
"Census Tract 418.12, Riverside County, California",1400000US06065041812,82.7,23.8,06,065,041812
"Census Tract 1100.06, Orange County, California",1400000US06059110006,97.7,52.7,06,059,110006
"Census Tract 1100.14, Orange County, California",1400000US06059110014,90.1,27.3,06,059,110014
"Census Tract 1101.04, Orange County, California",1400000US06059110104,91.9,35.8,06,059,110104
"Census Tract 1103.04, Orange County, California",1400000US06059110304,87.7,34.2,06,059,110304
"Census Tract 1106.07, Orange County, California",1400000US06059110607,90.3,37.5,06,059,110607
"Census Tract 994.05, Orange County, California",1400000US06059099405,91.0,37.8,06,059,099405
"Census Tract 994.06, Orange County, California",1400000US06059099406,96.2,44.7,06,059,099406
"Census Tract 994.12, Orange County, California",1400000US06059099412,94.2,47.6,06,059,099412
"Census Tract 995.02, Orange County, California",1400000US06059099502,98.5,15.3,06,059,099502
"Census Tract 995.09, Orange County, California",1400000US06059099509,90.0,32.2,06,059,099509
"Census Tract 995.14, Orange County, California",1400000US06059099514,95.0,58.4,06,059,099514
"Census Tract 996.01, Orange County, California",1400000US06059099601,67.0,14.5,06,059,099601
"Census Tract 996.03, Orange County, California",1400000US06059099603,92.5,34.6,06,059,099603
"Census Tract 997.03, Orange County, California",1400000US06059099703,84.0,36.8,06,059,099703
"Census Tract 999.04, Orange County, California",1400000US06059099904,70.6,14.8,06,059,099904
"Census Tract 1100.07, Orange County, California",1400000US06059110007,97.6,59.3,06,059,110007
"Census Tract 1101.08, Orange County, California",1400000US06059110108,94.1,51.0,06,059,110108
"Census Tract 420.08, Riverside County, California",1400000US06065042008,91.5,21.9,06,065,042008
"Census Tract 422.06, Riverside County, California",1400000US06065042206,96.7,37.1,06,065,042206
"Census Tract 422.08, Riverside County, California",1400000US06065042208,98.0,47.8,06,065,042208
"Census Tract 424.06, Riverside County, California",1400000US06065042406,80.7,14.4,06,065,042406
"Census Tract 424.07, Riverside County, California",1400000US06065042407,82.1,9.8,06,065,042407
"Census Tract 425.06, Riverside County, California",1400000US06065042506,80.4,15.2,06,065,042506
"Census Tract 425.15, Riverside County, California",1400000US06065042515,44.9,3.4,06,065,042515
"Census Tract 427.08, Riverside County, California",1400000US06065042708,89.5,12.1,06,065,042708
"Census Tract 429.04, Riverside County, California",1400000US06065042904,47.8,4.5,06,065,042904
"Census Tract 430.03, Riverside County, California",1400000US06065043003,60.2,4.9,06,065,043003
"Census Tract 433.08, Riverside County, California",1400000US06065043308,67.5,8.6,06,065,043308
"Census Tract 433.12, Riverside County, California",1400000US06065043312,79.6,9.0,06,065,043312
"Census Tract 434.05, Riverside County, California",1400000US06065043405,76.1,5.6,06,065,043405
"Census Tract 104, Glenn County, California",1400000US06021010400,78.1,17.2,06,021,010400
"Census Tract 103, Glenn County, California",1400000US06021010300,83.1,14.8,06,021,010300
"Census Tract 198.09, San Diego County, California",1400000US06073019809,96.6,40.9,06,073,019809
"Census Tract 200.26, San Diego County, California",1400000US06073020026,93.9,37.8,06,073,020026
